,ONT NE ID,ONT PON Branch ID,OLT Location,Vendor name,Model,Serialnumber,Software revision,Hardware revision,Distance from OLT,Flag for Wholesale or on-net,Consolidated,Uptime - powered,Uptime - online,Hierarchy Path,Flag for B2B or B2C.,Latitude,Longitude
176,DTAL070:1/1/9/1/47,DTAL_008_101_2_2021_2_308_115,Limeric,Nokia,XS-010X-Q,SMBS03458582,3FE49337AOCK276,3FE49331BAAA197,18.1km,On-Net,N,211 days : 2hrs : 30s,199 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.630657,-8.639283
177,DTAL070:1/1/9/1/48,DTAL_008_101_2_2021_2_308_116,Limeric,Nokia,XS-010X-Q,SMBS03458583,3FE49337AOCK277,3FE49331BAAA198,18.1km,On-Net,N,212 days : 2hrs : 30s,200 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.646491,-8.612847
178,DTAL070:1/1/9/1/49,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458584,3FE49337AOCK278,3FE49331BAAA199,18.1km,On-Net,N,213 days : 2hrs : 30s,201 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.647741,-8.594994
179,DTAL070:1/1/9/1/50,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458585,3FE49337AOCK279,3FE49331BAAA200,18.1km,On-Net,N,214 days : 2hrs : 30s,202 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.649408,-8.61525
180,DTAL070:1/1/9/1/51,DTAL_008_101_2_2021_2_308_117,Limeric,Nokia,XS-010X-Q,SMBS03458586,3FE49337AOCK280,3FE49331BAAA201,18.1km,On-Net,N,215 days : 2hrs : 30s,203 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.651074,-8.636193
181,DTAL070:1/1/9/1/52,DTAL_008_101_2_2021_2_308_118,Limeric,Nokia,XS-010X-Q,SMBS03458587,3FE49337AOCK281,3FE49331BAAA202,18.1km,On-Net,N,216 days : 2hrs : 30s,204 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.657738,-8.63276
182,DTAL070:1/1/9/1/53,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458588,3FE49337AOCK282,3FE49331BAAA203,18.1km,On-Net,N,217 days : 2hrs : 30s,205 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.668983,-8.654046
183,DTAL070:1/1/9/1/54,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458589,3FE49337AOCK283,3FE49331BAAA204,18.1km,On-Net,N,218 days : 2hrs : 30s,206 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.673354,-8.648552
184,DTAL070:1/1/9/1/55,DTAL_008_101_2_2021_2_308_119,Limeric,Nokia,XS-010X-Q,SMBS03458590,3FE49337AOCK284,3FE49331BAAA205,18.1km,On-Net,N,219 days : 2hrs : 30s,207 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.678975,-8.659539
185,DTAL070:1/1/9/1/56,DTAL_008_101_2_2021_2_308_120,Limeric,Nokia,XS-010X-Q,SMBS03458591,3FE49337AOCK285,3FE49331BAAA206,18.1km,On-Net,N,220 days : 2hrs : 30s,208 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.675228,-8.635163
186,DTAL070:1/1/9/1/57,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458592,3FE49337AOCK286,3FE49331BAAA207,18.1km,On-Net,N,221 days : 2hrs : 30s,209 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.680016,-8.659539
187,DTAL070:1/1/9/1/58,DTAL_0010_101_2_2021_2_308_26,Limeric,Nokia,XS-010X-Q,SMBS03458593,3FE49337AOCK287,3FE49331BAAA208,18.1km,On-Net,N,222 days : 2hrs : 30s,210 days : 1 hr : 46 mins,VMIE->DTAL070,Residential,52.684803,-8.645806
188,DTAL060,DTAL_008_101_2_2021_2_308_121,Galway zone 1,Nokia,XS-010X-Q,SMBS03458594,3FE49337AOCK288,3FE49331BAAA209,18.1km,On-Net,N,223 days : 2hrs : 30s,211 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.266107,-9.108346
189,DTAL060,DTAL_008_101_2_2021_2_308_122,Galway zone 1,Nokia,XS-010X-Q,SMBS03458595,3FE49337AOCK289,3FE49331BAAA210,18.1km,On-Net,N,224 days : 2hrs : 30s,212 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.266825,-9.103674
190,DTAL060,DTAL_0010_101_2_2021_2_308_26,Galway zone 1,Nokia,XS-010X-Q,SMBS03458596,3FE49337AOCK290,3FE49331BAAA211,18.1km,On-Net,N,225 days : 2hrs : 30s,213 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.269058,-9.100207
191,DTAL060,DTAL_0010_101_2_2021_2_308_26,Galway zone 1,Nokia,XS-010X-Q,SMBS03458597,3FE49337AOCK291,3FE49331BAAA212,18.1km,On-Net,N,226 days : 2hrs : 30s,214 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.271373,-9.099541
192,DTAL060,DTAL_008_101_2_2021_2_308_123,Galway zone 1,Nokia,XS-010X-Q,SMBS03458598,3FE49337AOCK292,3FE49331BAAA213,18.1km,On-Net,N,227 days : 2hrs : 30s,215 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.274001,-9.097141
193,DTAL060,DTAL_008_101_2_2021_2_308_124,Galway zone 1,Nokia,XS-010X-Q,SMBS03458599,3FE49337AOCK293,3FE49331BAAA214,18.1km,On-Net,N,228 days : 2hrs : 30s,216 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.275516,-9.103274
194,DTAL060,DTAL_0010_101_2_2021_2_308_26,Galway zone 1,Nokia,XS-010X-Q,SMBS03458600,3FE49337AOCK294,3FE49331BAAA215,18.1km,On-Net,N,229 days : 2hrs : 30s,217 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.276313,-9.110073
195,DTAL060,DTAL_0010_101_2_2021_2_308_26,Galway zone 1,Nokia,XS-010X-Q,SMBS03458601,3FE49337AOCK295,3FE49331BAAA216,18.1km,On-Net,N,230 days : 2hrs : 30s,218 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.273443,-9.118873
196,DTAL060,DTAL_008_101_2_2021_2_308_125,Galway zone 1,Nokia,XS-010X-Q,SMBS03458602,3FE49337AOCK296,3FE49331BAAA217,18.1km,On-Net,N,231 days : 2hrs : 30s,219 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.268978,-9.125406
197,DTAL060,DTAL_008_101_2_2021_2_308_126,Galway zone 1,Nokia,XS-010X-Q,SMBS03458603,3FE49337AOCK297,3FE49331BAAA218,18.1km,On-Net,N,232 days : 2hrs : 30s,220 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.267463,-9.126739
198,DTAL060,DTAL_0010_101_2_2021_2_308_26,Galway zone 1,Nokia,XS-010X-Q,SMBS03458604,3FE49337AOCK298,3FE49331BAAA219,18.1km,On-Net,N,233 days : 2hrs : 30s,221 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.26523,-9.124073
199,DTAL060,DTAL_0010_101_2_2021_2_308_26,Galway zone 1,Nokia,XS-010X-Q,SMBS03458605,3FE49337AOCK299,3FE49331BAAA220,18.1km,On-Net,N,234 days : 2hrs : 30s,222 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.262997,-9.121006
200,DTAL060,DTAL_008_101_2_2021_2_308_127,Galway zone 1,Nokia,XS-010X-Q,SMBS03458606,3FE49337AOCK300,3FE49331BAAA221,18.1km,On-Net,N,235 days : 2hrs : 30s,223 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.262279,-9.114607
201,DTAL060,DTAL_008_101_2_2021_2_308_128,Galway zone 1,Nokia,XS-010X-Q,SMBS03458607,3FE49337AOCK301,3FE49331BAAA222,18.1km,On-Net,N,236 days : 2hrs : 30s,224 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.259568,-9.110873
202,DTAL060,DTAL_0010_101_2_2021_2_308_26,Galway zone 1,Nokia,XS-010X-Q,SMBS03458608,3FE49337AOCK302,3FE49331BAAA223,18.1km,On-Net,N,237 days : 2hrs : 30s,225 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.262199,-9.103407
203,DTAL060,DTAL_0010_101_2_2021_2_308_26,Galway zone 1,Nokia,XS-010X-Q,SMBS03458609,3FE49337AOCK303,3FE49331BAAA224,18.1km,On-Net,N,238 days : 2hrs : 30s,226 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.266506,-9.100074
204,DTAL060,DTAL_008_101_2_2021_2_308_129,Galway zone 1,Nokia,XS-010X-Q,SMBS03458610,3FE49337AOCK304,3FE49331BAAA225,18.1km,On-Net,N,239 days : 2hrs : 30s,227 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.268021,-9.091008
205,DTAL060,DTAL_008_101_2_2021_2_308_130,Galway zone 1,Nokia,XS-010X-Q,SMBS03458611,3FE49337AOCK305,3FE49331BAAA226,18.1km,On-Net,N,240 days : 2hrs : 30s,228 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.270732,-9.089674
206,DTAL060,DTAL_0010_101_2_2021_2_308_26,Galway zone 1,Nokia,XS-010X-Q,SMBS03458612,3FE49337AOCK306,3FE49331BAAA227,18.1km,On-Net,N,241 days : 2hrs : 30s,229 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.271689,-9.089408
207,DTAL060,DTAL_0010_101_2_2021_2_308_26,Galway zone 1,Nokia,XS-010X-Q,SMBS03458613,3FE49337AOCK307,3FE49331BAAA228,18.1km,On-Net,N,242 days : 2hrs : 30s,230 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.27719,-9.093541
208,DTAL060,DTAL_008_101_2_2021_2_308_131,Galway zone 1,Nokia,XS-010X-Q,SMBS03458614,3FE49337AOCK308,3FE49331BAAA229,18.1km,On-Net,N,243 days : 2hrs : 30s,231 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.278147,-9.10034
209,DTAL060,DTAL_008_101_2_2021_2_308_132,Galway zone 1,Nokia,XS-010X-Q,SMBS03458615,3FE49337AOCK309,3FE49331BAAA230,18.1km,On-Net,N,244 days : 2hrs : 30s,232 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.278625,-9.111007
210,DTAL060,DTAL_0010_101_2_2021_2_308_26,Galway zone 1,Nokia,XS-010X-Q,SMBS03458616,3FE49337AOCK310,3FE49331BAAA231,18.1km,On-Net,N,245 days : 2hrs : 30s,233 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.278944,-9.119806
211,DTAL060,DTAL_0010_101_2_2021_2_308_26,Galway zone 1,Nokia,XS-010X-Q,SMBS03458617,3FE49337AOCK311,3FE49331BAAA232,18.1km,On-Net,N,246 days : 2hrs : 30s,234 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.272646,-9.128873
212,DTAL060,DTAL_008_101_2_2021_2_308_133,Galway zone 1,Nokia,XS-010X-Q,SMBS03458618,3FE49337AOCK312,3FE49331BAAA233,18.1km,On-Net,N,247 days : 2hrs : 30s,235 days : 1 hr : 46 mins,VMIE->DTAL060,Residential,53.260764,-9.126606
213,DTAL061,DTAL_008_101_2_2021_2_308_134,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458619,3FE49337AOCK313,3FE49331BAAA234,18.1km,On-Net,N,248 days : 2hrs : 30s,236 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.283727,-9.027677
214,DTAL061,DTAL_0010_101_2_2021_2_308_26,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458620,3FE49337AOCK314,3FE49331BAAA235,18.1km,On-Net,N,249 days : 2hrs : 30s,237 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.28572,-9.021543
215,DTAL061,DTAL_0010_101_2_2021_2_308_26,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458621,3FE49337AOCK315,3FE49331BAAA236,18.1km,On-Net,N,250 days : 2hrs : 30s,238 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.286198,-9.02141
216,DTAL061,DTAL_008_101_2_2021_2_308_135,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458622,3FE49337AOCK316,3FE49331BAAA237,18.1km,On-Net,N,251 days : 2hrs : 30s,239 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.289067,-9.019144
217,DTAL061,DTAL_008_101_2_2021_2_308_136,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458623,3FE49337AOCK317,3FE49331BAAA238,18.1km,On-Net,N,252 days : 2hrs : 30s,240 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.290502,-9.0287437
218,DTAL061,DTAL_0010_101_2_2021_2_308_26,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458624,3FE49337AOCK318,3FE49331BAAA239,18.1km,On-Net,N,253 days : 2hrs : 30s,241 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.288669,-9.0346101
219,DTAL061,DTAL_0010_101_2_2021_2_308_26,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458625,3FE49337AOCK319,3FE49331BAAA240,18.1km,On-Net,N,254 days : 2hrs : 30s,242 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.2847635,-9.03741
220,DTAL061,DTAL_008_101_2_2021_2_308_137,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458626,3FE49337AOCK320,3FE49331BAAA241,18.1km,On-Net,N,255 days : 2hrs : 30s,243 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.283408,-9.034476
221,DTAL061,DTAL_008_101_2_2021_2_308_138,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458627,3FE49337AOCK321,3FE49331BAAA242,18.1km,On-Net,N,256 days : 2hrs : 30s,244 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.2827707,-9.031276
222,DTAL061,DTAL_0010_101_2_2021_2_308_26,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458628,3FE49337AOCK322,3FE49331BAAA243,18.1km,On-Net,N,257 days : 2hrs : 30s,245 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.2801401,-9.028743
223,DTAL061,DTAL_0010_101_2_2021_2_308_26,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458629,3FE49337AOCK323,3FE49331BAAA244,18.1km,On-Net,N,258 days : 2hrs : 30s,246 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.280618,-9.01914
224,DTAL061,DTAL_008_101_2_2021_2_308_139,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458630,3FE49337AOCK324,3FE49331BAAA245,18.1km,On-Net,N,259 days : 2hrs : 30s,247 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.2825316,-9.0131443
225,DTAL061,DTAL_008_101_2_2021_2_308_140,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458631,3FE49337AOCK325,3FE49331BAAA246,18.1km,On-Net,N,260 days : 2hrs : 30s,248 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.2850026,-9.0096777
226,DTAL061,DTAL_0010_101_2_2021_2_308_26,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458632,3FE49337AOCK326,3FE49331BAAA247,18.1km,On-Net,N,261 days : 2hrs : 30s,249 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.289067,-9.007411
227,DTAL061,DTAL_0010_101_2_2021_2_308_26,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458633,3FE49337AOCK327,3FE49331BAAA248,18.1km,On-Net,N,262 days : 2hrs : 30s,250 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.291697,-9.009811
228,DTAL061,DTAL_008_101_2_2021_2_308_141,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458634,3FE49337AOCK328,3FE49331BAAA249,18.1km,On-Net,N,263 days : 2hrs : 30s,251 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.294247,-9.0219439
229,DTAL061,DTAL_008_101_2_2021_2_308_142,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458635,3FE49337AOCK329,3FE49331BAAA250,18.1km,On-Net,N,264 days : 2hrs : 30s,252 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.299361,-9.027742
230,DTAL061,DTAL_0010_101_2_2021_2_308_26,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458636,3FE49337AOCK330,3FE49331BAAA251,18.1km,On-Net,N,265 days : 2hrs : 30s,253 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.300086,-9.033672
231,DTAL061,DTAL_0010_101_2_2021_2_308_26,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458637,3FE49337AOCK331,3FE49331BAAA252,18.1km,On-Net,N,266 days : 2hrs : 30s,254 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.297831,-9.0401421
232,DTAL061,DTAL_008_101_2_2021_2_308_143,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458638,3FE49337AOCK332,3FE49331BAAA253,18.1km,On-Net,N,267 days : 2hrs : 30s,255 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.2935616,-9.045129
233,DTAL061,DTAL_008_101_2_2021_2_308_144,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458639,3FE49337AOCK333,3FE49331BAAA254,18.1km,On-Net,N,268 days : 2hrs : 30s,256 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.286149,-9.047555
234,DTAL061,DTAL_0010_101_2_2021_2_308_26,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458640,3FE49337AOCK334,3FE49331BAAA255,18.1km,On-Net,N,269 days : 2hrs : 30s,257 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.281717,-9.047015
235,DTAL061,DTAL_0010_101_2_2021_2_308_26,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458641,3FE49337AOCK335,3FE49331BAAA256,18.1km,On-Net,N,270 days : 2hrs : 30s,258 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.279783,-9.0400074
236,DTAL061,DTAL_008_101_2_2021_2_308_145,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458642,3FE49337AOCK336,3FE49331BAAA257,18.1km,On-Net,N,271 days : 2hrs : 30s,259 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.278655,-9.0293597
237,DTAL061,DTAL_008_101_2_2021_2_308_146,Galway Zone 2,Nokia,XS-010X-Q,SMBS03458643,3FE49337AOCK337,3FE49331BAAA258,18.1km,On-Net,N,272 days : 2hrs : 30s,260 days : 1 hr : 46 mins,VMIE->DTAL061,Residential,53.280911,-9.00833408
238,DTAL085,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458644,3FE49337AOCK338,3FE49331BAAA259,18.1km,On-Net,N,273 days : 2hrs : 30s,261 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.2589541891657,-7.14684781904972
239,DTAL085,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458645,3FE49337AOCK339,3FE49331BAAA260,18.1km,On-Net,N,274 days : 2hrs : 30s,262 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.2330987360529,-7.14427289988511
240,DTAL085,DTAL_008_101_2_2021_2_308_147,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458646,3FE49337AOCK340,3FE49331BAAA261,18.1km,On-Net,N,275 days : 2hrs : 30s,263 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.23803976333,-7.14427289856218
241,DTAL085,DTAL_008_101_2_2021_2_308_148,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458647,3FE49337AOCK341,3FE49331BAAA262,18.1km,On-Net,N,276 days : 2hrs : 30s,264 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.2418240080324,-7.14804944861058
242,DTAL085,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458648,3FE49337AOCK342,3FE49331BAAA263,18.1km,On-Net,N,277 days : 2hrs : 30s,265 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.2456079300554,-7.15594587143904
243,DTAL085,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458649,3FE49337AOCK343,3FE49331BAAA264,18.1km,On-Net,N,278 days : 2hrs : 30s,266 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.252334105836,-7.14684781904972
244,DTAL085,DTAL_008_101_2_2021_2_308_149,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458650,3FE49337AOCK344,3FE49331BAAA265,18.1km,On-Net,N,279 days : 2hrs : 30s,267 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.2480252668639,-7.14684781904972
245,DTAL085,DTAL_008_101_2_2021_2_308_150,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458651,3FE49337AOCK345,3FE49331BAAA266,18.1km,On-Net,N,280 days : 2hrs : 30s,268 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.2414035523338,-7.13345823251451
246,DTAL085,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458652,3FE49337AOCK346,3FE49331BAAA267,18.1km,On-Net,N,281 days : 2hrs : 30s,269 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.2528595453729,-7.15234098275648
247,DTAL085,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458653,3FE49337AOCK347,3FE49331BAAA268,18.1km,On-Net,N,282 days : 2hrs : 30s,270 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.2470793681457,-7.12968168246611
248,DTAL085,DTAL_008_101_2_2021_2_308_151,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458654,3FE49337AOCK348,3FE49331BAAA269,18.1km,On-Net,N,283 days : 2hrs : 30s,271 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.2478150688915,-7.12453184149103
249,DTAL085,DTAL_008_101_2_2021_2_308_152,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458655,3FE49337AOCK349,3FE49331BAAA270,18.1km,On-Net,N,284 days : 2hrs : 30s,272 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.2589541891657,-7.14083967124546
250,DTAL085,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458656,3FE49337AOCK350,3FE49331BAAA271,18.1km,On-Net,N,285 days : 2hrs : 30s,273 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.26158093252,-7.1372347825629
251,DTAL085,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458657,3FE49337AOCK351,3FE49331BAAA272,18.1km,On-Net,N,286 days : 2hrs : 30s,274 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.2606353228361,-7.13689145983123
252,DTAL085,DTAL_008_101_2_2021_2_308_153,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458658,3FE49337AOCK352,3FE49331BAAA273,18.1km,On-Net,N,287 days : 2hrs : 30s,275 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.2644176405893,-7.1372347825629
253,DTAL085,DTAL_008_101_2_2021_2_308_154,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458659,3FE49337AOCK353,3FE49331BAAA274,18.1km,On-Net,N,288 days : 2hrs : 30s,276 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.2570628376101,-7.13156995749031
254,DTAL085,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458660,3FE49337AOCK354,3FE49331BAAA275,18.1km,On-Net,N,289 days : 2hrs : 30s,277 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.2594795502836,-7.12796506880775
255,DTAL085,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458661,3FE49337AOCK355,3FE49331BAAA276,18.1km,On-Net,N,290 days : 2hrs : 30s,278 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.2603201151272,-7.12624845514939
256,DTAL085,DTAL_008_101_2_2021_2_308_155,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458662,3FE49337AOCK356,3FE49331BAAA277,18.1km,On-Net,N,291 days : 2hrs : 30s,279 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.262841714066,-7.12727842334441
257,DTAL085,DTAL_008_101_2_2021_2_308_156,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458663,3FE49337AOCK357,3FE49331BAAA278,18.1km,On-Net,N,292 days : 2hrs : 30s,280 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.26158093252,-7.12333021193018
258,DTAL085,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458664,3FE49337AOCK358,3FE49331BAAA279,18.1km,On-Net,N,293 days : 2hrs : 30s,281 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.2610555962961,-7.11972532324762
259,DTAL085,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458665,3FE49337AOCK359,3FE49331BAAA280,18.1km,On-Net,N,294 days : 2hrs : 30s,282 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.2477099696052,-7.15457258183531
260,DTAL085,DTAL_008_101_2_2021_2_308_157,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458666,3FE49337AOCK360,3FE49331BAAA281,18.1km,On-Net,N,295 days : 2hrs : 30s,283 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.2439262268437,-7.16178235920042
261,DTAL085,DTAL_008_101_2_2021_2_308_158,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458667,3FE49337AOCK361,3FE49331BAAA282,18.1km,On-Net,N,296 days : 2hrs : 30s,284 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.2319422459662,-7.14461622261681
262,DTAL085,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 1,Nokia,XS-010X-Q,SMBS03458668,3FE49337AOCK362,3FE49331BAAA283,18.1km,On-Net,N,297 days : 2hrs : 30s,285 days : 1 hr : 46 mins,VMIE->DTAL085,Residential,52.2412984626774,-7.13701754946149
263,DTAL086,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458669,3FE49337AOCK363,3FE49331BAAA284,18.1km,On-Net,N,298 days : 2hrs : 30s,286 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2459197355669,-7.07088505024587
264,DTAL086,DTAL_008_101_2_2021_2_308_159,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458670,3FE49337AOCK364,3FE49331BAAA285,18.1km,On-Net,N,299 days : 2hrs : 30s,287 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2307246390463,-7.0656523250447
265,DTAL086,DTAL_008_101_2_2021_2_308_160,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458671,3FE49337AOCK365,3FE49331BAAA286,18.1km,On-Net,N,300 days : 2hrs : 30s,288 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2333092062849,-7.07341701405289
266,DTAL086,DTAL_0010_101_2_2021_2_308_26,Waterford Zone 2,Nokia,XS-010X-Q,SMBS03458672,3FE49337AOCK366,3FE49331BAAA287,18.1km,On-Net,N,301 days : 2hrs : 30s,289 days : 1 hr : 46 mins,VMIE->DTAL086,Residential,52.2376509404963,-7.06447074193476
